City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
288,Samana,DO,72.81,broken clouds,19.2056,-69.3369,
290,Tulagi,PT,44.49,scattered clouds,40.1629,-8.3327,
291,Rawson,AR,69.1,broken clouds,-38.0023,-57.5575,
292,Aleksandrovskaya,RU,22.08,few clouds,61.113,44.8302,
294,Svrljig,RS,31.62,overcast clouds,43.4133,22.1211,
296,Tocopilla,CL,46.11,broken clouds,-53.15,-70.9167,
298,Puerto Cabezas,NI,73.17,clear sky,14.0351,-83.3888,
301,Aleksandrovka,RU,22.08,few clouds,61.113,44.8302,
303,Salisbury,US,55.92,clear sky,34.8791,-76.9013,
304,North Platte,US,55.92,clear sky,34.8791,-76.9013,
305,Gizo,PT,44.49,scattered clouds,40.1629,-8.3327,
306,Arman,RU,22.08,few clouds,61.113,44.8302,
307,Yar-Sale,RU,22.08,few clouds,61.113,44.8302,
308,Bend,US,55.92,clear sky,34.8791,-76.9013,
309,Sao Filipe,PT,65.01,few clouds,32.6667,-17.1,
311,Chuy,UY,56.91,clear sky,-34.4833,-54.3333,
315,Presidencia Roque Saenz Pena,AR,69.1,broken clouds,-38.0023,-57.5575,
316,Santiago De Cao,PE,70.02,overcast clouds,-13.7,-76.2167,
320,Raudeberg,NO,33.98,light snow,71.0357,27.8492,
322,Ahipara,NZ,58.8,clear sky,-46.6,168.3333,
324,Saleaula,BA,26.58,few clouds,44.7987,16.739,
326,Hami,CN,43.92,broken clouds,41.7597,86.1469,
328,Tuatapere,NZ,58.8,clear sky,-46.6,168.3333,
329,Matay,EG,61.79,overcast clouds,31.3525,27.2453,
330,Tubruq,LY,58.42,overcast clouds,29.1081,21.2869,
331,Gazanjyk,TM,52.56,overcast clouds,39.2446,55.5154,
332,Tuggurt,DZ,46.11,clear sky,36.0998,0.4206,
333,Kharan,PK,66.81,scattered clouds,28.5833,65.4167,
334,Vestmanna,FO,40.12,broken clouds,62.1564,-7.1664,
335,Nyrob,RU,22.08,few clouds,61.113,44.8302,
343,Marcona,PE,70.02,overcast clouds,-13.7,-76.2167,
344,Pausesti,RO,32.05,overcast clouds,45.0667,24.1333,
345,Chifeng,CN,43.92,broken clouds,41.7597,86.1469,
349,Coquimbo,CL,46.11,broken clouds,-53.15,-70.9167,
350,Las Vegas,US,55.92,clear sky,34.8791,-76.9013,
353,Santa Maria,PT,65.01,few clouds,32.6667,-17.1,
354,North Bend,US,55.92,clear sky,34.8791,-76.9013,
